ChineseName,EnglishName,StateName,StateNameEn,CountryName,CountryNameEn
巴雷,Bale,None,None,布基纳法索,Burkina Faso
巴姆,Bam,None,None,布基纳法索,Burkina Faso
巴瓦,Banwa,None,None,布基纳法索,Burkina Faso
巴泽加,Bazega,None,None,布基纳法索,Burkina Faso
波尼,Poni,None,None,布基纳法索,Burkina Faso
布尔古,Boulgou,None,None,布基纳法索,Burkina Faso
布尔基恩德,Boulkiemde,None,None,布基纳法索,Burkina Faso
布古里巴,Bougouriba,None,None,布基纳法索,Burkina Faso
冈祖尔古,Ganzourgou,None,None,布基纳法索,Burkina Faso
古尔马,Gourma,None,None,布基纳法索,Burkina Faso
济罗,Ziro,None,None,布基纳法索,Burkina Faso
卡焦戈,Kadiogo,None,None,布基纳法索,Burkina Faso
凯内杜古,Kenedougou,None,None,布基纳法索,Burkina Faso
科蒙加里,Komondjari,None,None,布基纳法索,Burkina Faso
科莫埃,Comoe,None,None,布基纳法索,Burkina Faso
孔皮恩加,Kompienga,None,None,布基纳法索,Burkina Faso
孔西,Kossi,None,None,布基纳法索,Burkina Faso
库尔佩罗戈,Koulpelogo,None,None,布基纳法索,Burkina Faso
库尔维奥戈,Kourweogo,None,None,布基纳法索,Burkina Faso
库里滕加,Kouritenga,None,None,布基纳法索,Burkina Faso
雷拉巴,Leraba,None,None,布基纳法索,Burkina Faso
罗卢姆,Loroum,None,None,布基纳法索,Burkina Faso
穆翁,Mouhoun,None,None,布基纳法索,Burkina Faso
纳门滕加,Namentenga,None,None,布基纳法索,Burkina Faso
纳乌里,Nahouri,None,None,布基纳法索,Burkina Faso
纳亚拉,Nayala,None,None,布基纳法索,Burkina Faso
尼亚尼亚,Gnagna,None,None,布基纳法索,Burkina Faso
努姆比埃尔,Noumbiel,None,None,布基纳法索,Burkina Faso
帕索雷,Passore,None,None,布基纳法索,Burkina Faso
塞诺,Seno,None,None,布基纳法索,Burkina Faso
桑吉,Sanguie,None,None,布基纳法索,Burkina Faso
桑马滕加,Sanmatenga,None,None,布基纳法索,Burkina Faso
苏鲁,Sourou,None,None,布基纳法索,Burkina Faso
苏姆,Soum,None,None,布基纳法索,Burkina Faso
塔波阿,Tapoa,None,None,布基纳法索,Burkina Faso
图伊,Tuy,None,None,布基纳法索,Burkina Faso
乌埃,Houet,None,None,布基纳法索,Burkina Faso
乌布里滕加,Oubritenga,None,None,布基纳法索,Burkina Faso
乌达兰,Oudalan,None,None,布基纳法索,Burkina Faso
锡西里,Sissili,None,None,布基纳法索,Burkina Faso
亚加,Yagha,None,None,布基纳法索,Burkina Faso
亚滕加,Yatenga,None,None,布基纳法索,Burkina Faso
伊奥巴,Ioba,None,None,布基纳法索,Burkina Faso
宗德韦奥戈,Zoundweogo,None,None,布基纳法索,Burkina Faso
宗多马,Zondoma,None,None,布基纳法索,Burkina Faso
布班扎,Bubanza,None,None,布隆迪,Burundi
布鲁里,Bururi,None,None,布隆迪,Burundi
布琼布拉城市,Bujumbura Mairie,None,None,布隆迪,Burundi
布琼布拉乡村,Bujumbura Rural,None,None,布隆迪,Burundi
恩戈齐,Ngozi,None,None,布隆迪,Burundi
基龙多,Kirundo,None,None,布隆迪,Burundi
基特加,Gitega,None,None,布隆迪,Burundi
卡鲁济,Karuzi,None,None,布隆迪,Burundi
卡扬扎,Kayanza,None,None,布隆迪,Burundi
坎库佐,Cankuzo,None,None,布隆迪,Burundi
鲁塔纳,Rutana,None,None,布隆迪,Burundi
鲁伊吉,Ruyigi,None,None,布隆迪,Burundi
马坎巴,Makamba,None,None,布隆迪,Burundi
穆拉姆维亚,Muramvya,None,None,布隆迪,Burundi
穆瓦洛,Mwaro,None,None,布隆迪,Burundi
穆因加,Muyinga,None,None,布隆迪,Burundi
锡比托凯,Cibitoke,None,None,布隆迪,Burundi
海州,Haeju,None,None,朝鲜,North Korea
惠山,Hyesan,None,None,朝鲜,North Korea
江界,Kanggye,None,None,朝鲜,North Korea
开城,Kaesong,None,None,朝鲜,North Korea
罗先,Naseon,None,None,朝鲜,North Korea
南浦,Namp'o,None,None,朝鲜,North Korea
平壤,Pyongyang,None,None,朝鲜,North Korea
清津,Ch'ongjin,None,None,朝鲜,North Korea
沙里院,Sariwon,None,None,朝鲜,North Korea
咸兴,Hamhung,None,None,朝鲜,North Korea
新义州,Sinuiju,None,None,朝鲜,North Korea
元山,Wonsan,None,None,朝鲜,North Korea
奥胡斯,Aarhus,None,None,丹麦,Denmark
北日德兰,Nordjylland,None,None,丹麦,Denmark
博恩霍尔姆,Bornholm,None,None,丹麦,Denmark
菲特烈堡,Frederiksborg,None,None,丹麦,Denmark
菲茵,Fyn,None,None,丹麦,Denmark
哥本哈根,Copenhagen,None,None,丹麦,Denmark
里伯,Ribe,None,None,丹麦,Denmark
灵克宾,Ringkoebing,None,None,丹麦,Denmark
罗斯基勒,Roskilde,None,None,丹麦,Denmark
南日德兰,Soenderjylland,None,None,丹麦,Denmark
斯多斯特姆,Storstroem,None,None,丹麦,Denmark
维堡,Viborg,None,None,丹麦,Denmark
维厄勒,Vejle,None,None,丹麦,Denmark
西希兰,Vestsjaelland,None,None,丹麦,Denmark
阿恩斯贝格,Arnsberg,None,None,德国,Germany
爱尔福特,Erfurt,None,None,德国,Germany
安斯巴格,Ansbach,None,None,德国,Germany
奥格斯堡,Augsburg,None,None,德国,Germany
柏林,Berlin,None,None,德国,Germany
拜伊罗特,Bayreuth,None,None,德国,Germany
比勒费尔德,Bielefeld,None,None,德国,Germany
波茨坦,Potsdam,None,None,德国,Germany
波鸿,Bochum,None,None,德国,Germany
不来梅,Bremen,None,None,德国,Germany
不伦瑞克,Brunswick,None,None,德国,Germany
达姆施塔特,Darmstadt,None,None,德国,Germany
代特莫尔特,Detmold,None,None,德国,Germany
德累斯顿,Dresden,None,None,德国,Germany
德绍,Dessau,None,None,德国,Germany
杜塞尔多夫,Dusseldorf,None,None,德国,Germany
法兰克福,Frankfurt,None,None,德国,Germany
弗赖堡,Freiburg,None,None,德国,Germany
哈雷,Halle,None,None,德国,Germany
汉堡,Hamburg,None,None,德国,Germany
汉诺威,Hannover,None,None,德国,Germany
基尔,Kiel,None,None,德国,Germany
吉森,GieBen,None,None,德国,Germany
卡尔斯鲁厄,Karlsruhe,None,None,德国,Germany
卡塞尔,Kassel,None,None,德国,Germany
开姆尼斯,Chemnitz,None,None,德国,Germany
科布伦次,Koblenz,None,None,德国,Germany
科隆,Cologne,None,None,德国,Germany
莱比锡,Leipzig,None,None,德国,Germany
兰茨胡特,Landshut,None,None,德国,Germany
吕讷堡,Luneburg,None,None,德国,Germany
马格德堡,Magdeburg,None,None,德国,Germany
曼海姆,Mannheim,None,None,德国,Germany
美因兹,Mainz,None,None,德国,Germany
明斯特,Muenster,None,None,德国,Germany
慕尼黑,Munich,None,None,德国,Germany
纽伦堡,Nuremberg,None,None,德国,Germany
什未林,Schwerin,None,None,德国,Germany
斯图加特,Stuttgart,None,None,德国,Germany
特里尔,Trier,None,None,德国,Germany
威斯巴登,Wiesbaden,None,None,德国,Germany
维尔茨堡,Wuerzburg,None,None,德国,Germany
阿伊莱乌,Aileu,None,None,东帝汶,Timor-Leste
阿伊纳罗,Ainaro,None,None,东帝汶,Timor-Leste
埃尔梅拉,Ermera,None,None,东帝汶,Timor-Leste
安贝诺,Ambeno,None,None,东帝汶,Timor-Leste
包考,Baucau,None,None,东帝汶,Timor-Leste
博博纳罗,Bobonaro,None,None,东帝汶,Timor-Leste
帝力,Dili,None,None,东帝汶,Timor-Leste
科瓦利马,Kovalima,None,None,东帝汶,Timor-Leste
劳滕,Lautem,None,None,东帝汶,Timor-Leste
利基卡,Liquica,None,None,东帝汶,Timor-Leste
马纳图托,Manatuto,None,None,东帝汶,Timor-Leste
马努法伊,Manofahi,None,None,东帝汶,Timor-Leste
维克克,Viqueque,None,None,东帝汶,Timor-Leste
滨海区,Maritime,None,None,多哥,Togo
草原区,Savanes,None,None,多哥,Togo
高原区,Plateaux,None,None,多哥,Togo
卡拉区,Kara,None,None,多哥,Togo
中部区,Centre,None,None,多哥,Togo
阿巴坎,Abakan,None,None,俄罗斯,Russia
阿尔汉格尔斯克,Arkhangelsk,None,None,俄罗斯,Russia
阿金斯科耶,Aginskoye,None,None,俄罗斯,Russia
阿纳德尔,Anadyr,None,None,俄罗斯,Russia
阿斯特拉罕,Astrakhan,None,None,俄罗斯,Russia
埃利斯塔,Elista,None,None,俄罗斯,Russia
奥廖尔,Orel,None,None,俄罗斯,Russia
奥伦堡,Orenburg,None,None,俄罗斯,Russia
巴尔瑙尔,Barnaul,None,None,俄罗斯,Russia
奔萨,Penza,None,None,俄罗斯,Russia
彼得罗巴甫洛夫斯克,Petropavlovsk-Kamchatskiy,None,None,俄罗斯,Russia
彼得罗扎沃茨克,Petrozavodsk,None,None,俄罗斯,Russia
彼尔姆,Perm,None,None,俄罗斯,Russia
比罗比詹,Birobidzan,None,None,俄罗斯,Russia
别尔哥罗德,Belgorod,None,None,俄罗斯,Russia
伯力,Chabarovsk,None,None,俄罗斯,Russia
布拉戈维申斯克,Blagoveshchensk,None,None,俄罗斯,Russia
布良斯克,Bryansk,None,None,俄罗斯,Russia
车里雅宾斯克,Chelyabinsk,None,None,俄罗斯,Russia
赤塔,Chita,None,None,俄罗斯,Russia
顿河畔罗斯托夫,Rostov-na-Donu,None,None,俄罗斯,Russia
鄂木斯克,Omsk,None,None,俄罗斯,Russia
伏尔加格勒,Volgograd,None,None,俄罗斯,Russia
弗拉基米尔,Vladimir,None,None,俄罗斯,Russia
弗拉季高加索,Vladikavkaz,None,None,俄罗斯,Russia
戈尔诺－阿尔泰斯克,Gorno-Altajsk,None,None,俄罗斯,Russia
格罗兹尼,Grozny,None,None,俄罗斯,Russia
海参崴,Vladivostok,None,None,俄罗斯,Russia
汉特－曼西斯克,Khanty-Mansiysk,None,None,俄罗斯,Russia
基洛夫,Kirov,None,None,俄罗斯,Russia
加里宁格勒,Kaliningrad,None,None,俄罗斯,Russia
喀山,Kazan,None,None,俄罗斯,Russia
卡卢加,Kaluga,None,None,俄罗斯,Russia
科斯特罗马,Kostroma,None,None,俄罗斯,Russia
克拉斯诺达尔,Krasnodar,None,None,俄罗斯,Russia
克拉斯诺亚尔斯克,Krasnojarsk,None,None,俄罗斯,Russia
克麦罗沃,Kemerovo,None,None,俄罗斯,Russia
克孜勒,Kyzyl,None,None,俄罗斯,Russia
库德姆卡尔,Kudymkar,None,None,俄罗斯,Russia
库尔干,Kurgan,None,None,俄罗斯,Russia
库尔斯克,Kursk,None,None,俄罗斯,Russia
利佩茨克,Lipeck,None,None,俄罗斯,Russia
梁赞,Ryazan,None,None,俄罗斯,Russia
马哈奇卡拉,Makhachkala,None,None,俄罗斯,Russia
马加丹,Magadan,None,None,俄罗斯,Russia
马加斯,Magas,None,None,俄罗斯,Russia
迈科普,Maykop,None,None,俄罗斯,Russia
摩尔曼斯克,Murmansk,None,None,俄罗斯,Russia
莫斯科,Moscow,None,None,俄罗斯,Russia
纳尔奇克,Nalchik,None,None,俄罗斯,Russia
纳里扬马尔,Naryan-Mar,None,None,俄罗斯,Russia
南萨哈林斯克,Juzno-Sachalinsk,None,None,俄罗斯,Russia
诺夫哥罗德,Velikij Novgorod,None,None,俄罗斯,Russia
帕拉纳,Palana,None,None,俄罗斯,Russia
普斯科夫,Pskov,None,None,俄罗斯,Russia
切博克萨雷,Cheboksary,None,None,俄罗斯,Russia
切尔克斯克,Cherkessk,None,None,俄罗斯,Russia
秋明,Tyumen,None,None,俄罗斯,Russia
萨拉托夫,Saratov,None,None,俄罗斯,Russia
萨兰斯克,Saransk,None,None,俄罗斯,Russia
萨列哈尔德,Salekhard,None,None,俄罗斯,Russia
萨马拉,Samara,None,None,俄罗斯,Russia
瑟克特夫卡尔,Syktyvkar,None,None,俄罗斯,Russia
圣彼得堡,St. Peterburg,None,None,俄罗斯,Russia
斯摩棱斯克,Smolensk,None,None,俄罗斯,Russia
斯塔夫罗波尔,Stavropol,None,None,俄罗斯,Russia
坦波夫,Tambov,None,None,俄罗斯,Russia
特维尔,Tver,None,None,俄罗斯,Russia
图拉,Tula,None,None,俄罗斯,Russia
托木斯克,Tomsk,None,None,俄罗斯,Russia
沃罗涅什,Voronezh,None,None,俄罗斯,Russia
沃洛格达,Vologda,None,None,俄罗斯,Russia
乌法,Ufa,None,None,俄罗斯,Russia
乌兰乌德,Ulan-Ude,None,None,俄罗斯,Russia
乌里扬诺夫斯克,Uljanovsk,None,None,俄罗斯,Russia
乌斯季奥尔登斯基,Ust-Ordynsky,None,None,俄罗斯,Russia
下诺夫哥罗德,Niznij Novgorod,None,None,俄罗斯,Russia
新西伯利亚,Novosibirsk,None,None,俄罗斯,Russia
雅库茨克,Jakutsk,None,None,俄罗斯,Russia
雅罗斯拉夫尔,Jaroslavl,None,None,俄罗斯,Russia
叶卡捷林堡,Jekaterinburg,None,None,俄罗斯,Russia
伊尔库茨克,Irkutsk,None,None,俄罗斯,Russia
伊热夫斯克,Izhevsk,None,None,俄罗斯,Russia
伊万诺沃,Ivanovo,None,None,俄罗斯,Russia
约什卡尔奥拉,Yoshkar-Ola,None,None,俄罗斯,Russia
阿苏艾,Azuay,None,None,厄瓜多尔,Ecuador
埃尔奥罗,El Oro,None,None,厄瓜多尔,Ecuador
埃斯梅拉尔达斯,Esmeraldas,None,None,厄瓜多尔,Ecuador
玻利瓦尔,Bolivar,None,None,厄瓜多尔,Ecuador
瓜亚斯,Guayas,None,None,厄瓜多尔,Ecuador
加拉帕戈斯,Galapagos,None,None,厄瓜多尔,Ecuador
卡尔奇,Carchi,None,None,厄瓜多尔,Ecuador
卡尼亚尔,Canar,None,None,厄瓜多尔,Ecuador
科托帕希,Cotopaxi,None,None,厄瓜多尔,Ecuador
洛哈,Loja,None,None,厄瓜多尔,Ecuador
洛斯里奥斯,Los Rios,None,None,厄瓜多尔,Ecuador
马纳比,Manabi,None,None,厄瓜多尔,Ecuador
莫罗纳－圣地亚哥,Morona-Santiago,None,None,厄瓜多尔,Ecuador
纳波，奥雷利亚纳,Napo, Orellana,None,None,厄瓜多尔,Ecuador
帕斯塔萨,Pastaza,None,None,厄瓜多尔,Ecuador
皮钦查,Pichincha,None,None,厄瓜多尔,Ecuador
钦博拉索,Chimborazo,None,None,厄瓜多尔,Ecuador
萨莫拉－钦奇佩,Zamora-Chinchipe,None,None,厄瓜多尔,Ecuador
苏昆毕奥斯,Sucumbios,None,None,厄瓜多尔,Ecuador
通古拉瓦,Tungurahua,None,None,厄瓜多尔,Ecuador
因巴布拉,Imbabura,None,None,厄瓜多尔,Ecuador
安塞巴,Anseba,None,None,厄立特里亚,Eritrea
北红海,Semenawi Keyih Bahri,None,None,厄立特里亚,Eritrea
加什·巴尔卡,Gash Barka,None,None,厄立特里亚,Eritrea
南部,Debub,None,None,厄立特里亚,Eritrea
南红海,Debubawi Keyih Bahri,None,None,厄立特里亚,Eritrea
中部,Maekel,None,None,厄立特里亚,Eritrea
阿尔勒,Arles,None,None,法国,France
阿雅克修,Ajaccio,None,None,法国,France
艾克斯,Aix-en-Provence,None,None,法国,France
奥尔良,Orleans,None,None,法国,France
巴黎,Paris,None,None,法国,France
贝桑松,Besancon,None,None,法国,France
第戎,Dijon,None,None,法国,France
弗雷瑞斯,Frejus,None,None,法国,France
卡昂,Caen,None,None,法国,France
雷恩,Rennes,None,None,法国,France
里昂,Lyon,None,None,法国,France
里尔,Lille,None,None,法国,France
利摩日,Limoges,None,None,法国,France
鲁昂,Rouen,None,None,法国,France
马赛,Marseille,None,None,法国,France
梅斯,Metz,None,None,法国,France
蒙彼利埃,Montpellier,None,None,法国,France
南特,Nantes,None,None,法国,France
尼斯,Nice,None,None,法国,France
沙隆,Chalons-en-Champagne,None,None,法国,France
图卢兹,Toulouse,None,None,法国,France
瓦朗斯,Valence,None,None,法国,France
亚眠,Amiens,None,None,法国,France
达沃,Davao,None,None,菲律宾,Philippines
卡卢坎,Caloocan,None,None,菲律宾,Philippines
马尼拉,Manila,None,None,菲律宾,Philippines
宿务,Cebu,None,None,菲律宾,Philippines
埃斯波,Espoo,None,None,芬兰,Finland
奥卢,Oulu,None,None,芬兰,Finland
波里,Pori,None,None,芬兰,Finland
博尔沃,Porvoo,None,None,芬兰,Finland
海门林纳,Hameenlinna,None,None,芬兰,Finland
赫尔辛基,Helsinki,None,None,芬兰,Finland
卡亚尼,Kajaani,None,None,芬兰,Finland
科科拉,Kokkola,None,None,芬兰,Finland
科特卡,Kotka,None,None,芬兰,Finland
库奥皮奥,Kuopio,None,None,芬兰,Finland
拉赫蒂,Lahti,None,None,芬兰,Finland
拉彭兰塔,Lappeenranta,None,None,芬兰,Finland
罗瓦涅米,Rovaniemi,None,None,芬兰,Finland
玛丽港,Mariehamn,None,None,芬兰,Finland
米凯利,Mikkeli,None,None,芬兰,Finland
坦佩雷,Tampere,None,None,芬兰,Finland
图尔库,Turku,None,None,芬兰,Finland
瓦萨,Vaasa,None,None,芬兰,Finland
万塔,Vantaa,None,None,芬兰,Finland
约恩苏,Joensuu,None,None,芬兰,Finland
保尔,Paul,None,None,佛得角,Cape Verde
波多诺伏,Porto Novo,None,None,佛得角,Cape Verde
博阿维斯塔岛,Boa Vista,None,None,佛得角,Cape Verde
布拉瓦岛,Brava,None,None,佛得角,Cape Verde
大里贝拉,Ribeira Grande,None,None,佛得角,Cape Verde
福古岛,Fogo,None,None,佛得角,Cape Verde
马尤岛,Maio,None,None,佛得角,Cape Verde
莫斯特罗,Mosteiros,None,None,佛得角,Cape Verde
普拉亚,Praia,None,None,佛得角,Cape Verde
萨尔岛,Sal,None,None,佛得角,Cape Verde
圣安唐岛,Santo Antao,None,None,佛得角,Cape Verde
圣地亚哥岛,Santiago,None,None,佛得角,Cape Verde
圣多明戈,Sao Domingos,None,None,佛得角,Cape Verde
圣菲利普,Sao Filipe,None,None,佛得角,Cape Verde
圣卡塔琳娜,Santa Catarina,None,None,佛得角,Cape Verde
圣克鲁斯,Santa Cruz,None,None,佛得角,Cape Verde
圣米戈尔,Sao Miguel,None,None,佛得角,Cape Verde
圣尼古拉岛,Sao Nicolau,None,None,佛得角,Cape Verde
圣维森特岛,Sao Vicente,None,None,佛得角,Cape Verde
塔拉法尔,Tarrafal,None,None,佛得角,Cape Verde
阿劳卡,Arauca,None,None,哥伦比亚,Colombia
安提奥基亚,Antioquia,None,None,哥伦比亚,Colombia
北桑坦德,Norte de Santander,None,None,哥伦比亚,Colombia
波哥大首都区,Bogota,None,None,哥伦比亚,Colombia
博利瓦尔,Bolivar,None,None,哥伦比亚,Colombia
博亚卡,Boyaca,None,None,哥伦比亚,Colombia
大西洋,Atlantico,None,None,哥伦比亚,Colombia
瓜维亚雷,Guaviare,None,None,哥伦比亚,Colombia
瓜希拉,La Guajira,None,None,哥伦比亚,Colombia
瓜伊尼亚,Guainia,None,None,哥伦比亚,Colombia
金迪奥,Quindio,None,None,哥伦比亚,Colombia
卡尔达斯,Caldas,None,None,哥伦比亚,Colombia
卡克塔,Caqueta,None,None,哥伦比亚,Colombia
卡萨纳雷,Casanare,None,None,哥伦比亚,Colombia
考卡,Cauca,None,None,哥伦比亚,Colombia
考卡山谷,Valle del Cauca,None,None,哥伦比亚,Colombia
科尔多巴,Cordoba,None,None,哥伦比亚,Colombia
昆迪纳马卡,Cundinamarca,None,None,哥伦比亚,Colombia
利萨拉尔达,Risaralda,None,None,哥伦比亚,Colombia
马格达雷那,Magdalena,None,None,哥伦比亚,Colombia
梅塔,Meta,None,None,哥伦比亚,Colombia
纳里尼奥,Narino,None,None,哥伦比亚,Colombia
普图马约,Putumayo,None,None,哥伦比亚,Colombia
乔科,Choco,None,None,哥伦比亚,Colombia
塞萨尔,Cesar,None,None,哥伦比亚,Colombia
桑坦德,Santander,None,None,哥伦比亚,Colombia
圣安德烈斯-普罗维登西亚,San Andres y Providencia,None,None,哥伦比亚,Colombia
苏克雷,Sucre,None,None,哥伦比亚,Colombia
托利马,Tolima,None,None,哥伦比亚,Colombia
维查达,Vichada,None,None,哥伦比亚,Colombia
沃佩斯,Vaupes,None,None,哥伦比亚,Colombia
乌伊拉,Huila,None,None,哥伦比亚,Colombia
亚马孙,Amazonas,None,None,哥伦比亚,Colombia
阿拉胡埃拉,Alajuela,None,None,哥斯达黎加,Costa Rica
埃雷迪亚,Heredia,None,None,哥斯达黎加,Costa Rica
瓜纳卡斯特,Guanacaste,None,None,哥斯达黎加,Costa Rica
卡塔戈,Cartago,None,None,哥斯达黎加,Costa Rica
利蒙,Limon,None,None,哥斯达黎加,Costa Rica
蓬塔雷纳斯,Puntarenas,None,None,哥斯达黎加,Costa Rica
圣何塞,San Jose,None,None,哥斯达黎加,Costa Rica
奥尔金,Holguin,None,None,古巴,Cuba
比那尔德里奥,Pinar del Rio,None,None,古巴,Cuba
比亚克拉拉,Villa Clara,None,None,古巴,Cuba
格拉玛,Granma,None,None,古巴,Cuba
关塔那摩,Guantanamo,None,None,古巴,Cuba
哈瓦那,La Habana,None,None,古巴,Cuba
哈瓦那城,Ciudad de la Habana,None,None,古巴,Cuba
卡马圭,Camaguey,None,None,古巴,Cuba
拉斯图纳斯,Las Tunas,None,None,古巴,Cuba
马坦萨斯,Matanzas,None,None,古巴,Cuba
马亚里,Mayari,None,None,古巴,Cuba
曼萨尼罗,Manzanillo,None,None,古巴,Cuba
青年岛特区,Isla de la Juventud,None,None,古巴,Cuba
圣地亚哥,Santiago de Cuba,None,None,古巴,Cuba
圣斯皮里图斯,Sancti Spiritus,None,None,古巴,Cuba
西恩富戈斯,Cienfuegos,None,None,古巴,Cuba
谢戈德阿维拉,Ciego de Avila,None,None,古巴,Cuba
埃塞奎博群岛-西德梅拉拉,Essequibo Islands-West Demerara,None,None,圭亚那,Guyana
巴里马-瓦伊尼,Barima-Waini,None,None,圭亚那,Guyana
波默伦-苏佩纳姆,Pomeroon-Supenaam,None,None,圭亚那,Guyana
波塔罗-锡帕鲁尼,Potaro-Siparuni,None,None,圭亚那,Guyana
德梅拉拉-马海卡,Demerara-Mahaica,None,None,圭亚那,Guyana
东伯比斯-科兰太因,East Berbice-Corentyne,None,None,圭亚那,Guyana
库尤尼-马扎鲁尼,Cuyuni-Mazaruni,None,None,圭亚那,Guyana
马海卡-伯比斯,Mahaica-Berbice,None,None,圭亚那,Guyana
上德梅拉拉-伯比斯,Upper Demerara-Berbice,None,None,圭亚那,Guyana
上塔库图-上埃塞奎博,Upper Takutu-Upper Essequibo,None,None,圭亚那,Guyana
阿尔卡累克,Arkalyk,None,None,哈萨克斯坦,Kazakhstan
阿克莫拉,Aqmola,None,None,哈萨克斯坦,Kazakhstan
阿克苏,Aksu,None,None,哈萨克斯坦,Kazakhstan
阿克托别,Aqtobe,None,None,哈萨克斯坦,Kazakhstan
阿拉木图,Almaty,None,None,哈萨克斯坦,Kazakhstan
阿雷斯,Arys,None,None,哈萨克斯坦,Kazakhstan
阿斯塔纳市,Astana,None,None,哈萨克斯坦,Kazakhstan
阿特劳,Atyrau,None,None,哈萨克斯坦,Kazakhstan
埃基巴斯图兹,Ekibastuz,None,None,哈萨克斯坦,Kazakhstan
巴尔喀什,Balkhash,None,None,哈萨克斯坦,Kazakhstan
巴甫洛达尔,Pavlodar,None,None,哈萨克斯坦,Kazakhstan
北哈萨克斯坦,Soltustik Qazaqstan,None,None,哈萨克斯坦,Kazakhstan
东哈萨克斯坦,Shyghys Qazaqstan,None,None,哈萨克斯坦,Kazakhstan
济良诺夫斯克,Zyryanovsk,None,None,哈萨克斯坦,Kazakhstan
江布尔,Zhambyl,None,None,哈萨克斯坦,Kazakhstan
杰兹卡兹甘,Zhezkazgan,None,None,哈萨克斯坦,Kazakhstan
卡拉干达,Qaraghandy,None,None,哈萨克斯坦,Kazakhstan
卡拉扎尔,Karazhal,None,None,哈萨克斯坦,Kazakhstan
卡普恰盖,Kapchagay,None,None,哈萨克斯坦,Kazakhstan
科斯塔奈,Qostanay,None,None,哈萨克斯坦,Kazakhstan
克孜勒奥尔达,Qyzylorda,None,None,哈萨克斯坦,Kazakhstan
肯套,Kentau,None,None,哈萨克斯坦,Kazakhstan
库尔恰托夫,Kurchatov,None,None,哈萨克斯坦,Kazakhstan
利萨科夫斯克,Lisakovsk,None,None,哈萨克斯坦,Kazakhstan
列宁诺戈尔斯克,Leninogorsk,None,None,哈萨克斯坦,Kazakhstan
鲁德内,Rudny,None,None,哈萨克斯坦,Kazakhstan
曼格斯套,Mangghystau,None,None,哈萨克斯坦,Kazakhstan
南哈萨克斯坦,Ongtustik Qazaqstan,None,None,哈萨克斯坦,Kazakhstan
萨兰,Saran,None,None,哈萨克斯坦,Kazakhstan
塞梅伊,Semey,None,None,哈萨克斯坦,Kazakhstan
沙赫京斯克,Shakhtinsk,None,None,哈萨克斯坦,Kazakhstan
斯捷普诺戈尔斯克,Stepnogorsk,None,None,哈萨克斯坦,Kazakhstan
铁克利,Tekeli,None,None,哈萨克斯坦,Kazakhstan
铁米尔套,Temirtau,None,None,哈萨克斯坦,Kazakhstan
突厥斯坦,Turkestan,None,None,哈萨克斯坦,Kazakhstan
西哈萨克斯坦,Batys Qazaqstan,None,None,哈萨克斯坦,Kazakhstan
扎纳奥津,Zhanaozen,None,None,哈萨克斯坦,Kazakhstan
达城郡,Dalseong-gun,大邱,Daegu,韩国,Korea
大邱,Daegu,大邱,Daegu,韩国,Korea
寿城区,Suseong-gu,大邱,Daegu,韩国,Korea
春川市,Chuncheon,江原道,Gangwon-do,韩国,Korea
东海市,Donghae,江原道,Gangwon-do,韩国,Korea
高城郡,Goseong County,江原道,Gangwon-do,韩国,Korea
横城郡,Hoengseong County,江原道,Gangwon-do,韩国,Korea
洪川郡,Hongcheon County,江原道,Gangwon-do,韩国,Korea
华川郡,Hwacheon County,江原道,Gangwon-do,韩国,Korea
江陵市,Gangneung,江原道,Gangwon-do,韩国,Korea
旌善郡,Jeongseon County,江原道,Gangwon-do,韩国,Korea
麟蹄郡,Inje County,江原道,Gangwon-do,韩国,Korea
宁越郡,Yeongwol County,江原道,Gangwon-do,韩国,Korea
平昌郡,Pyeongchang County,江原道,Gangwon-do,韩国,Korea
三陟市,Samcheok,江原道,Gangwon-do,韩国,Korea
束草市,Sokcho,江原道,Gangwon-do,韩国,Korea
太白市,Taebaek,江原道,Gangwon-do,韩国,Korea
铁原郡,Cheorwon County,江原道,Gangwon-do,韩国,Korea
襄阳郡,Yangyang County,江原道,Gangwon-do,韩国,Korea
杨口郡,Yanggu County,江原道,Gangwon-do,韩国,Korea
原州市,Wonju,江原道,Gangwon-do,韩国,Korea
安城市,Anseong,京畿道,Jeju-do,韩国,Korea
安山市,Ansan,京畿道,Jeju-do,韩国,Korea
安养市,Anyang,京畿道,Jeju-do,韩国,Korea
抱川市,Pocheon,京畿道,Jeju-do,韩国,Korea
城南市,Seongnam,京畿道,Jeju-do,韩国,Korea
东豆川市,Dongducheon,京畿道,Jeju-do,韩国,Korea
富川市,Bucheon,京畿道,Jeju-do,韩国,Korea
高阳市,Goyang,京畿道,Jeju-do,韩国,Korea
光明市,Gwangmyeong,京畿道,Jeju-do,韩国,Korea
广州市,Gwangju,京畿道,Jeju-do,韩国,Korea
果川市,Gwacheon,京畿道,Jeju-do,韩国,Korea
河南市,Hanam,京畿道,Jeju-do,韩国,Korea
华城市,Hwaseong,京畿道,Jeju-do,韩国,Korea
加平郡,Gapyeong County,京畿道,Jeju-do,韩国,Korea
金浦市,Gimpo,京畿道,Jeju-do,韩国,Korea
九里市,Guri,京畿道,Jeju-do,韩国,Korea
军浦市,Gunpo,京畿道,Jeju-do,韩国,Korea
骊州郡,Yeoju County,京畿道,Jeju-do,韩国,Korea
利川市,Icheon,京畿道,Jeju-do,韩国,Korea
